Pedido,Data,Total_custo,Valor_liquido,Forma_pagamento,Cliente,Lucro,Percentual_lucro
21528,2020-04-25 00:00:00,750,750,CREDITO 02X,JARBAS,470.0,0.6266666666666667
21529,2020-04-25 00:00:00,907.2,900,CREDITO 04X,BETE,395.41,0.4393444444444445
21530,2020-04-27 00:00:00,457.5,450,DINHEIRO,MACHO,173.7,0.38599999999999995
21531,2020-04-27 00:00:00,296.8,290,CREDITO,SONIA,114.52,0.3948965517241379
21532,2020-04-27 00:00:00,109.85,109.85,DEBITO,GUTO,49.66,0.45207100591715976
21533,2020-04-27 00:00:00,36,36,CREDITO 5 X ,EDNA - 1 BARRA 3/8,13.9,0.3861111111111111
21534,2020-04-27 00:00:00,578.6,578.6,CREDITO 3 X ,ADENILSON,274.2,0.4739025233321811
21535,2020-04-27 00:00:00,48,48,CREDITO,1 BARRA 3/8 + 1 ARAME,18.9,0.39375
21536,2020-04-27 00:00:00,78,78,CREDITO,4 TABUAS 20 + 2 KG. PREGO 18X27,30.64,0.39282051282051283
21537,2020-04-27 00:00:00,1280,1280,TRANSFER ITAU 27/04,JARBAS,396.0,0.309375
21538,2020-04-27 00:00:00,74.5,74.5,CREDITO,5 METROS 3/8 7X20,32.0,0.42953020134228187
21539,2020-04-27 00:00:00,260,260,TRANSFER BRAD EM 29/04/2020,INOVE MOEMA,93.0,0.3576923076923077
21540,2020-04-27 00:00:00,15,15,DINHEIRO,30 ESTRIBOS 9X20,8.4,0.56
21541,2020-04-27 00:00:00,20,20,DINHEIRO,1 TABUA 30 CM,6.52,0.32599999999999996
21542,2020-04-27 00:00:00,685.4,685.4,CREDITO 5 X ,EDNA,294.4,0.42953020134228187
21543,2020-04-28 00:00:00,454.7,454.7,DINHEIRO,JOAO / GIVANILDO,258.22,0.5678909170881901
21544,2020-04-28 00:00:00,190.8,190,DINHEIRO,MACHO,81.45,0.4286842105263158
21545,2020-04-28 00:00:00,124.4,124.4,CREDITO 2 X ,RETIROU,56.45,0.4537781350482315
21546,2020-04-28 00:00:00,90.55,90.55,DINHEIRO,JEFERSON / MINEIRO,41.96,0.46339039204859195
21547,2020-04-28 00:00:00,116,116,DEBITO,LUIS,55.3,0.47672413793103446
21548,2020-04-28 00:00:00,8474.9,7856.23,TRANSFER CAIXA EM 28/04,LNC INVESTIMENTOS,2936.23,0.37374542242271425
21549,2020-04-28 00:00:00,3651,3651,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,772.9,0.2116954259107094
21550,2020-04-28 00:00:00,2661,2661,TRANSFER BRADESCO 06/05/2020,INOVE MOEMA,1054.99,0.39646373543780533
21551,2020-04-28 00:00:00,59.6,59.6,DEBITO,"01 3/8 9X15 4,00M",25.6,0.42953020134228187
21552,2020-04-28 00:00:00,167.4,167.4,CREDITO,SONIA,38.4,0.2293906810035842
21553,2020-04-29 00:00:00,85.8,85.8,TRANSFER BRAD EM 12/06/2020,ALFA,34.8,0.40559440559440557
21554,2020-04-29 00:00:00,9.75,9.75,CREDITO 2 X ,"EDNA - 1 PEÇA 3/8 - 3,00 M ",4.22,0.4328205128205128
21555,2020-04-29 00:00:00,169,169,DINHEIRO,JOAO / GIVANILDO,78.68,0.46556213017751485
21556,2020-04-29 00:00:00,106.5,106.5,CREDITO 2 X ,MARCOS,55.5,0.5211267605633803
21557,2020-04-29 00:00:00,596,596,DEBITO,JEFERSON,246.11,0.4129362416107383
21558,2020-04-29 00:00:00,491.72,470,TRANSFER ITAU 29/04,NINA,265.52,0.5649361702127659
21559,2020-04-29 00:00:00,2981.2,2820,TRANSFER ITAU 28/04,RICARDO / AUGUSTO,1028.14,0.3645886524822695
21560,2020-04-29 00:00:00,26,26,DEBITO,2 TABUAS 20 CM,9.32,0.3584615384615385
21561,2020-04-29 00:00:00,24,24,CREDITO ,2 KG. ARAME ,10.0,0.4166666666666667
21562,2020-04-29 00:00:00,350,350,DINHEIRO,CONSTRU IPE,130.0,0.37142857142857144
21563,2020-04-29 00:00:00,2169.51,2169.51,CREDITO 5 X ,JOSE CARLOS - JABAQUARA,929.09,0.42824877506902476
21564,2020-04-29 00:00:00,150,150,CREDITO 02X,DONI,57.92,0.38613333333333333
21565,2020-04-29 00:00:00,950,950,CREDITO 3 X ,ANGELO ,462.2,0.4865263157894737
21567,2020-04-30 00:00:00,12,12,DEBITO,01 TORCIDO / GIVANILDO,5.0,0.4166666666666667
21568,2020-04-30 00:00:00,1389.7,1389.7,LANÇADO CONTA PAI EM 11/06/2020,DEPOSITO CCM,480.44,0.34571490249694176
21569,2020-04-30 00:00:00,134.1,134.1,CREDITO 2 X ,BETE,57.6,0.4295302013422819
21570,2020-04-30 00:00:00,280,280,DINHEIRO,JOAO BATISTA,117.17,0.41846428571428573
21571,2020-04-30 00:00:00,840,840,TRANSFER CAIXA EM 30/04,LNC INVESTIMENTOS,350.0,0.4166666666666667
21572,2020-04-30 00:00:00,72.54,70,DEBITO,JOSE XAVIER,14.101,0.20144285714285715
21573,2020-04-30 00:00:00,36,35,DINHEIRO,3 KG. ARAME ,14.0,0.4
21574,2020-04-30 00:00:00,1170.16,1076.55,TRANSFER ITAU 30/04 E 04/05,WELLINGTON,406.24,0.3773535832056105
Meta,,170000,,,,,
Percentual atingido,,0.6307919411764704,,  , SALÁRIOS + SÁBADOS,8210.0,
Meta diária,,8500,,,,,
21575,2020-05-02 00:00:00,283.5,283.5,DEBITO,JOÃO / GIVANILDO,107.12,0.3778483245149912
21576,2020-05-02 00:00:00,369.6,360,DEBITO,FRANCISCO,145.4,0.4038888888888889
21577,2020-05-02 00:00:00,221.7,220,DEBITO,JAIME,83.99,0.38177272727272726
21579,2020-05-02 00:00:00,31.5,31.5,CREDITO,"1 CX TETO 0,25 + 1 BARRA 5/16",13.55,0.4301587301587302
21580,2020-05-02 00:00:00,56.7,56.7,DEBITO,"1 3/8 9X15 - 3,00 + 1 ARAME",23.75,0.41887125220458554
21581,2020-05-02 00:00:00,108,100,DINHEIRO,3 BARRAS 3/8,32.38,0.32380000000000003
21582,2020-05-02 00:00:00,114.4,114.4,TRANSFER BRAD EM 12/06/2020,ALFA,45.2,0.3951048951048951
21583,2020-05-02 00:00:00,252,250,CREDITO 2 X ,EDNA,92.22,0.36888
21584,2020-05-02 00:00:00,4280.66,3900,TRANSFERS ITAU 04 E 06/05,MARIO MODERIANO,1259.48,0.3229435897435897
21585,2020-05-02 00:00:00,520,520,TRANSFER BRAD EM 12/06/2020,ALFA,172.0,0.33076923076923076
21586,2020-05-04 00:00:00,410.95,410.952,TRANSFER BRAD EM 12/06/2020, ALFA,172.72,0.42029239424555664
21587,2020-05-04 00:00:00,92.95,92.95,TRANSFER BRAD EM 12/06/2020,ALFA,36.73,0.3951586874663797
21588,2020-05-04 00:00:00,186.3,185,DEBITO,EDSON,77.75,0.42027027027027025
21589,2020-05-04 00:00:00,40,28,TRANSF ITAU - DEVOLVEU 18X27,RICARDO - 02 18X27 AÇO,8.0,0.2857142857142857
21590,2020-05-04 00:00:00,225,218,DEBITO,JEFERSON,83.07,0.3810550458715596
21591,2020-05-04 00:00:00,208.1,208.1,CREDITO 2 X ,GUTO,87.66,0.4212397885631908
21592,2020-05-04 00:00:00,205.2,205.2,CHEQUE,AABM,120.24,0.5859649122807018
21593,2020-05-04 00:00:00,286.8,276,CHEQUE,APOIO TINTAS,67.2,0.24347826086956523
21594,2020-05-04 00:00:00,2529.3,2450,TRANSFER ITAU 04/05/2020,NINA,1196.18,0.48823673469387757
21595,2020-05-04 00:00:00,134.1,134.1,DINHEIRO,IZABEL,56.25,0.41946308724832215
21596,2020-05-04 00:00:00,26,24,DINHEIRO,FAUSTO - PASTEL,9.0,0.375
21596,2020-05-04 00:00:00,5,5,DINHEIRO,5 METROS FERRO 3/16,2.7,0.54
21597,2020-05-04 00:00:00,53,53,DEBITO,2 BARRAS 5/16,19.76,0.37283018867924533
21598,2020-05-04 00:00:00,556,556,CHEQUE,CASA E TUBO,211.7,0.38075539568345323
21599,2020-05-04 00:00:00,1436,1436,CREDITO 5 X ,BRUNO,641.75,0.44690111420612816
21600,2020-05-04 00:00:00,119,119,DEBITO,ADRIANO / JOELMO,52.2,0.438655462184874
21601,2020-05-04 00:00:00,320.35,320.35,DINHEIRO,JOSE MARIO,134.38,0.41947869517715
21602,2020-05-04 00:00:00,700.7,700.7,DEBITO,JOÃO / GIVANILDO,292.21,0.4170258313115455
21603,2020-05-04 00:00:00,902.8,900,"R$ 700,00 em 3 X + $ 200,00 DINHEIRO",MARCOS - COTIA,334.84,0.3720444444444444
21604,2020-05-04 00:00:00,805,805,CREDITO 3 X ,CARLOS,316.28,0.39289440993788816
21605,2020-05-04 00:00:00,170,170,DEBITO,BETE,74.73,0.43958823529411767
21606,2020-05-04 00:00:00,290.5,290.5,DEBITO,TATI,117.24,0.4035800344234079
21607,2020-05-04 00:00:00,846.1,803.8,TRANSFER CAIXA EM 04/05,MARCELO,283.45,0.3526374720079622
21608,2020-05-04 00:00:00,199.5,199.5,DEBITO,SANDRA,77.7,0.3894736842105263
21609,2020-05-04 00:00:00,120,120,DINHEIRO,MARIA DA CONCEIÇAO,50.0,0.4166666666666667
21610,2020-05-05 00:00:00,650,650,TRANSFER BRAD EM 12/06/2020,ALFA,215.0,0.33076923076923076
21611,2020-05-05 00:00:00,146,146,DEBITO,"3 COL 3/8 9X15 - 3,00 + 1 18X27",61.15,0.41883561643835615
21612,2020-05-05 00:00:00,114,114,CREDITO 03 X ,AILTON - 4 TELAS 3.4 20X20,44.4,0.3894736842105263
21613,2020-05-05 00:00:00,324.9,324.9,DINHEIRO,JOAO BATISTA,136.25,0.41935980301631276
21614,2020-05-05 00:00:00,52,52,DEBITO,4 TABUAS 20 CM,18.64,0.3584615384615385
21615,2020-05-05 00:00:00,33.75,33.75,CREDITO ,EDNA,14.12,0.41837037037037034
21616,2020-05-05 00:00:00,569.55,569.55,CHEQUE,AABM,139.62,0.24514090071108774
21617,2020-05-05 00:00:00,1228.95,1210.7,CREDITO 4 X E DINHEIRO,ERICK,435.75,0.35991575121830344
21618,2020-05-05 00:00:00,313.5,313.5,TRANSFER CAIXA EM 06/05,LNC INVESTIMENTOS,131.55,0.41961722488038283
21619,2020-05-05 00:00:00,84,80,DINHEIRO,JOAO / GIVANILDO,26.08,0.32599999999999996
21620,2020-05-05 00:00:00,208.6,208.6,DINHEIRO,IZAQUE / RUTE,87.5,0.41946308724832215
21621,2020-05-05 00:00:00,228,228,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,98.64,0.4326315789473684
21622,2020-05-05 00:00:00,16025.12,16025.12,TRANSFER CAIXA EM 06/05,LNC INVESTIMENTOS,6065.0,0.3784683047615244
21623,2020-05-06 00:00:00,48,46,DINHEIRO,JOÃO / GIVANILDO,16.46,0.35782608695652174
21624,2020-05-06 00:00:00,523.5,523.5,DINHEIRO,LICA,185.4,0.3541547277936963
21625,2020-05-06 00:00:00,737,710,DEBITO,ANDERSON,319.58,0.450112676056338
21626,2020-05-06 00:00:00,3037,3037,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,782.5,0.257655581165624
21627,2020-05-06 00:00:00,7039.85,6476.66,TRANSFER CAIXA,LAR CONSTRUTORA,2339.37,0.36120006299543284
21628,2020-05-06 00:00:00,338,338,DINHEIRO,JOAO BATISTA,188.85,0.5587278106508875
21629,2020-05-06 00:00:00,25,25,DINHEIRO,2 TABUAS 20 CM,8.32,0.3328
21630,2020-05-06 00:00:00,781.2,750,TRANSFER ITAU 08/05/2020,NINA,339.2,0.45226666666666665
21631,2020-05-06 00:00:00,59,59,DEBITO,"1 COL 3/8 9X15 - 4,00",24.4,0.4135593220338983
21632,2020-05-06 00:00:00,312,312,TRANSFER BRAD EM 12/06/2020,ALFA,103.2,0.33076923076923076
21633,2020-05-06 00:00:00,740.75,740.75,CREDITO 3 X ,MARCELO,193.17,0.26077624029699625
21634,2020-05-06 00:00:00,958.15,920,DEBITO,FRANCISCO MARTINS,363.73,0.3953586956521739
21635,2020-05-06 00:00:00,272,270,DINHEIRO,OSCAR,104.27,0.3861851851851852
21636,2020-05-06 00:00:00,180,180,CREDITO,DEPOSITO CEARA,70.0,0.3888888888888889
21637,2020-05-06 00:00:00,140.4,140,DINHEIRO,PANORAMA ,29.19,0.20850000000000002
21638,2020-05-06 00:00:00,852,852,DEBITO,DEPOSITO JUAREZ DE BRITO,322.0,0.3779342723004695
21639,2020-05-06 00:00:00,583.5,554.33,DINHEIRO,JEFERSON / MINEIRO,216.18,0.3899843053776631
21640,2020-05-06 00:00:00,115,115,DINHEIRO,"3 TELAS + 1 B 1/4 + 3 CX 0,30",48.95,0.4256521739130435
21641,2020-05-06 00:00:00,1959.28,1815.47,TRANSFER CAIXA EM 19/05/2020,LNC INVESTIMENTOS,576.05,0.3173007540747024
21642,2020-05-07 00:00:00,288,274,DINHEIRO,GIVANILDO / JOAO,89.7,0.3273722627737226
21643,2020-05-07 00:00:00,274.25,260,DEBITO,MARCOS / EDSON,115.98,0.4460769230769231
21644,2020-05-07 00:00:00,358.8,340,DINHEIRO,JURANDIR,164.04,0.4824705882352941
21645,2020-05-07 00:00:00,827.05,827.05,CHEQUE,CASA E TUBO,312.38,0.37770388731031984
21646,2020-05-07 00:00:00,205,205,DEBITO,JAIRO,78.0,0.3804878048780488
21647,2020-05-07 00:00:00,69,69,DEBITO,SEBASTIAO,25.08,0.3634782608695652
21648,2020-05-07 00:00:00,195,195,DINHEIRO,JOÃO BATISTA,85.44,0.4381538461538461
21649,2020-05-07 00:00:00,1606,1606,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,717.3,0.44663760896637605
21650,2020-05-08 00:00:00,180.7,180.7,CHEQUE,AABM,68.25,0.37769784172661874
21651,2020-05-08 00:00:00,1000.8,1000.8,CHEQUE,PRIMOSUL,378.0,0.37769784172661874
21652,2020-05-08 00:00:00,89.4,85,DINHEIRO,JOAO / GIVANILDO,33.1,0.38941176470588235
21653,2020-05-08 00:00:00,38,38,DINHEIRO,3 SARR 15 + 2 DE 5 CM ,14.84,0.39052631578947367
21654,2020-05-08 00:00:00,11,11,DEBITO,1 PONTALETE,4.4,0.4
21655,2020-05-08 00:00:00,83.6,83.6,DINHEIRO,"1 5/16 9X15 - 4,00 + 2 DE 20 + 1 DE 15",33.9,0.40550239234449764
21656,2020-05-08 00:00:00,86,86,DINHEIRO,04 TELAS 20X20 (CLIENTE PAI ISOPOR),16.4,0.19069767441860463
21657,2020-05-09 00:00:00,12,12,DINHEIRO,01 TORCIDO,5.0,0.4166666666666667
21658,2020-05-09 00:00:00,1055.55,1000,DEBITO E DINHEIRO,WILLIAM,419.85,0.41985
21659,2020-05-09 00:00:00,12,12,DINHEIRO,01 KG ARAME,5.0,0.4166666666666667
21660,2020-05-11 00:00:00,44.7,44.7,TRANSFER ITAU,"AUGUSTO 1 3/8 9X15 - 3,00",18.75,0.4194630872483221
21661,2020-05-11 00:00:00,4341,4100,TRANSFER SANTANDER / ITAU 11/05,VANIA,1775.0,0.4329268292682927
21662,2020-05-11 00:00:00,146.5,146.5,DEBITO,PATRICIA,68.41,0.46696245733788394
21663,2020-05-11 00:00:00,214.2,214.2,LANÇADO CONTA PAI EM 11/06/2020,DEPOSITO CCM,84.18,0.39299719887955187
21664,2020-05-11 00:00:00,52.5,52.5,DINHEIRO,1 BARRA 1/4 + 1 BARRA 3/8,20.31,0.38685714285714284
21665,2020-05-11 00:00:00,48,48,DINHEIRO,4 KG. ARAME ,20.0,0.4166666666666667
21666,2020-05-11 00:00:00,618.7,618.7,TRANSFER BRADESCO 11/05/2020,TIAGO ,220.55,0.35647325036366573
21668,2020-05-11 00:00:00,655.65,655.65,CREDITO 3 X ,EVERTON ALVES,280.84,0.4283382902463204
21669,2020-05-11 00:00:00,530.3,500,DEBITO,ROSILENE,195.59,0.39118
21670,2020-05-11 00:00:00,289.5,275,DINHEIRO,JEFERSON / MINEIRO,64.4,0.2341818181818182
21671,2020-05-11 00:00:00,4585,4585,CHEQUE,ANDERSON,1556.61,0.33950054525627044
21672,2020-05-11 00:00:00,126.85,126.85,DEBITO,RETIROU ,48.17,0.3797398502167915
21673,2020-05-11 00:00:00,176.3,175,DINHEIRO,LICA,70.67,0.4038285714285714
21674,2020-05-11 00:00:00,564,564,CREDITO 2 X ,ANGELO,312.0,0.5531914893617021
21675,2020-05-11 00:00:00,627.45,600,DINHEIRO,JOSENILDO / JAILTON,263.13,0.43855
21677,2020-05-11 00:00:00,249.6,249.6,CHEQUE,AABM,50.16,0.20096153846153844
21677,2020-05-11 00:00:00,11.4,11.4,DINHEIRO,12 ESTRIBOS 15X30 4.2,6.79,0.5956140350877193
21678,2020-05-12 00:00:00,210.6,210.6,TRANSFER BRAD EM 12/06/2020,ALFA,90.36,0.4290598290598291
21679,2020-05-12 00:00:00,210.6,210.6,TRANSFER BRAD EM 12/06/2020,ALFA,90.36,0.4290598290598291
21680,2020-05-12 00:00:00,40,38,DINHEIRO,GILVAN / JEFERSON - 4 SARR 15 CM ,12.8,0.3368421052631579
21681,2020-05-12 00:00:00,101.4,100,DINHEIRO,6 METROS 3/8 9X15 - 1 ARAME,41.1,0.41100000000000003
21682,2020-05-12 00:00:00,25,25,DINHEIRO,5 CX TETO ,18.35,0.7340000000000001
21683,2020-05-12 00:00:00,95.7,95.7,CREDITO 2 X ,MARCIO ,38.83,0.40574712643678157
21684,2020-05-12 00:00:00,120,120,DEBITO,6 TABUAS 30 CM,39.12,0.32599999999999996
21685,2020-05-12 00:00:00,285,285,DEBITO,JAIME,115.0,0.40350877192982454
21686,2020-05-12 00:00:00,34,34,DINHEIRO,1 18X27 + 1 ARAME + 2 CX TETO,17.34,0.51
21687,2020-05-12 00:00:00,11,11,DINHEIRO,01 B 5MM,3.35,0.30454545454545456
21688,2020-05-12 00:00:00,175,175,DINHEIRO,500 ESTRIBOS 9X15,65.0,0.37142857142857144
21689,2020-05-12 00:00:00,1807,1807,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,682.5,0.3776978417266187
21690,2020-05-12 00:00:00,30,30,DINHEIRO,"RONI - 12 PEÇAS 5/16 0,63 CM",19.53,0.651
21691,2020-05-13 00:00:00,99,99,A RECEBER ,JOÃO / GIVANILDO,,0.0
21692,2020-05-13 00:00:00,187.5,187.5,DINHEIRO,9 BARRAS 1/4 + 1 CONDUITE,83.41,0.4448533333333333
21693,2020-05-13 00:00:00,71.5,71.5,TRANSFER BRAD EM 12/06/2020,ALFA,28.25,0.3951048951048951
21693,2020-05-13 00:00:00,70,70,DEBITO,1 BARRA 3/8 + 6 METROS 1/2,28.93,0.41328571428571426
21694,2020-05-13 00:00:00,118.5,118.5,DINHEIRO,NAILSON - 25 ESTR 9X15 + 4 B 5/16,46.52,0.3925738396624473
21695,2020-05-13 00:00:00,67,67,DEBITO,"1 COL 3/8 9X15 - 4,50",28.08,0.41910447761194025
21696,2020-05-13 00:00:00,256.5,256.5,DEBITO,FELIPE,99.9,0.38947368421052636
21696,2020-05-13 00:00:00,12,12,DINHEIRO,24 ESTR 9X15,6.48,0.54
21697,2020-05-13 00:00:00,491.7,491.7,DEBITO,FERNANDO,206.25,0.41946308724832215
21698,2020-05-13 00:00:00,310,310,DEBITO,KLEBER,127.34,0.4107741935483871
21699,2020-05-13 00:00:00,1087.5,1087.5,DEBITO,CASA CENTRAL PERDIZES,217.5,0.2
21700,2020-05-13 00:00:00,53,53,CREDITO ,2 BARRAS 5/16,19.76,0.37283018867924533
21701,2020-05-13 00:00:00,387.4,365,DINHEIRO,DENIS,140.1,0.3838356164383562
21702,2020-05-13 00:00:00,1053.88,1000,TRANSFER ITAU 13/05/2020,DARIO / MARCO ANTONIO,383.22,0.38322
21703,2020-05-13 00:00:00,534.6,507.87,TRANSFER CAIXA,LAR CONSTRUTORA,189.17,0.37247720873451867
21704,2020-05-13 00:00:00,1008.43,1008.43,TRANSFERS BRADESCO,MARIA LUIZA BORGES / MAIZA,438.68,0.43501284174409727
21705,2020-05-13 00:00:00,248,248,DEBITO,ANDERSON,60.42,0.2436290322580645
21706,2020-05-14 00:00:00,26.5,26.5,CREDITO,01 B 5/16,9.88,0.37283018867924533
21707,2020-05-14 00:00:00,769.5,769.5,CREDITO 3 X ,FELIPE,299.7,0.3894736842105263
21708,2020-05-14 00:00:00,74.5,70,DINHEIRO,05 MTS 3/8 9X15,26.75,0.3821428571428571
21709,2020-05-14 00:00:00,2901.06,2790,TRANSFER ITAU 19/05/2020,NINA,1295.62,0.46437992831541214
21710,2020-05-15 00:00:00,51.3,50,DEBITO,"MIRANTE 4,50 METROS 5/16 9X15",19.94,0.39880000000000004
21711,2020-05-15 00:00:00,89.4,89.4,TRANSFER ITAU 06/07/2020,AILTON - OFICINA,37.5,0.4194630872483221
21712,2020-05-15 00:00:00,20,20,DINHEIRO,2 KG. ARAME ,6.0,0.3
21713,2020-05-15 00:00:00,108,108,DINHEIRO,3 SAP 6 F 3/8 40X40X30,55.74,0.5161111111111111
21714,2020-05-15 00:00:00,59.6,59.6,DEBITO,"2 COL 3/8 9X15 - 2,00",25.0,0.41946308724832215
21715,2020-05-16 00:00:00,281.5,281.5,DEBITO,PEDRO PAULO ,111.9,0.39751332149200713
21716,2020-05-16 00:00:00,38,38,DINHEIRO,1 CONDUITE,20.76,0.5463157894736842
21717,2020-05-16 00:00:00,32,32,DEBITO,2 PONTALETES + 1 DE 15 CM ,19.5,0.609375
21718,2020-05-18 00:00:00,71.4,70,DINHEIRO,MACHO,29.92,0.42742857142857144
21719,2020-05-18 00:00:00,95.4,95.4,CREDITO,"2 COL 3/8 9X15 - 3,00 + 1 ARAME ",36.5,0.3825995807127882
21720,2020-05-18 00:00:00,792,792,CREDITO 3 X ,ZEN,326.88,0.4127272727272727
21721,2020-05-18 00:00:00,254.3,240,DINHEIRO,FERNANDO,73.1,0.3045833333333333
21722,2020-05-18 00:00:00,360,340,DEBITO,FRANCISCO,114.6,0.33705882352941174
21723,2020-05-18 00:00:00,105.55,104.55,CREDITO 2 X ,MARCIO ,42.15,0.4031563845050215
21724,2020-05-18 00:00:00,990,990,TRANSFER CAIXA EM 19/05/2020,LNC INVESTIMENTOS,482.4,0.48727272727272725
21725,2020-05-18 00:00:00,1800,1800,CREDITO 3 X ,ANGELO,673.0,0.3738888888888889
21726,2020-05-18 00:00:00,903,903,CHEQUE,DEPOSITO SANTO ANTONIO,297.5,0.32945736434108525
21727,2020-05-18 00:00:00,1091.5,1091.5,TRANSFER BRAD EM 21/05/2020,INOVE MOEMA,364.67,0.33409986257443886
21728,2020-05-19 00:00:00,30,30,DINHEIRO,"EDSON / SR. ANDRE 8 -3/8 COM 0,80",18.0,0.6
21729,2020-05-19 00:00:00,57,57,DEBITO,BRUNO - 2 TELAS 20X20,22.2,0.3894736842105263
21730,2020-05-19 00:00:00,356,356,DINHEIRO,TIAGO ,109.6,0.30786516853932583
21731,2020-05-19 00:00:00,67,67,DINHEIRO,MARCOS,25.4,0.37910447761194027
21732,2020-05-19 00:00:00,625.8,600,DINHEIRO,ATILA ,236.7,0.39449999999999996
21733,2020-05-19 00:00:00,919.7,919.7,CREDITO 3 X ,ADÃO ,406.6,0.4421006850059802
21734,2020-05-19 00:00:00,298,300,DINHEIRO,WILSON,127.0,0.42333333333333334
21735,2020-05-19 00:00:00,447,400,DINHEIRO,JOÃO ,140.5,0.35125
21736,2020-05-19 00:00:00,987.7,987.7,CHEQUE,MACHO,433.26,0.43865546218487395
21737,2020-05-19 00:00:00,2163,2000,CREDITO,WALSON,663.14,0.33157
21738,2020-05-19 00:00:00,1671.75,1590,DINHEIRO,MARCOS / JONHY,676.36,0.42538364779874216
21739,2020-05-19 00:00:00,800.1,760,DINHEIRO,MARCOS / JONHY,324.64,0.42715789473684207
21740,2020-05-19 00:00:00,778.4,778.4,BOLETO,MOREIRA MATERIAIS,294.0,0.37769784172661874
21740,2020-05-20 00:00:00,622.05,622.05,TRANSFER BRAD EM 12/06/2020,ALFA,245.78,0.39511293304396755
21741,2020-05-20 00:00:00,400,400,DINHEIRO,10 BARRAS 3/8 + 4 BARRAS 5/16,108.4,0.271
21742,2020-05-20 00:00:00,108,108,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,40.5,0.375
21743,2020-05-20 00:00:00,388.15,388.15,CHEQUE,AABM,150.61,0.38802009532397275
21744,2020-05-20 00:00:00,260,260,TRANSFER BRAD EM 12/06/2020,ALFA,86.0,0.33076923076923076
21745,2020-05-20 00:00:00,590,590,CHEQUE,DEPOSITO SANTO ANTONIO,231.26,0.39196610169491525
21746,2020-05-20 00:00:00,20,20,DINHEIRO,"4,20 METROS FERRO 3/8",12.11,0.6054999999999999
21747,2020-05-20 00:00:00,36,36,DINHEIRO,1 SAP 6 F 3/8 40X30,18.58,0.5161111111111111
21748,2020-05-20 00:00:00,166.7,166.7,CREDITO 2 X ,SERGIO,70.61,0.42357528494301144
21749,2020-05-20 00:00:00,50,50,DEBITO,1 COMPOUND,16.49,0.3298
21750,2020-05-20 00:00:00,162.8,150,DINHEIRO,FERNANDO,53.16,0.3544
21751,2020-05-20 00:00:00,999.55,920,TRANSFER ITAU 20/05/2020,WELLINGTON,319.0,0.3467391304347826
21752,2020-05-20 00:00:00,42.9,42.9,TRANSFER BRAD EM 12/06/2020,ALFA,16.95,0.3951048951048951
21753,2020-05-21 00:00:00,274,274,CHEQUE,AABM,99.08,0.3616058394160584
21754,2020-05-21 00:00:00,235.73,235.73,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,118.88,0.5043057735544904
21755,2020-05-21 00:00:00,36,36,DINHEIRO,1 BARRA 3/8,13.46,0.37388888888888894
21756,2020-05-21 00:00:00,89.4,89.4,DINHEIRO,ADRIANO,37.5,0.4194630872483221
21757,2020-05-21 00:00:00,55,55,DEBITO,10 SARRAFOS 05 + 1 PREGO AÇO 17X21,26.7,0.4854545454545454
21758,2020-05-21 00:00:00,348.9,330,DEBITO,TIAGO ,125.81,0.38124242424242427
21759,2020-05-21 00:00:00,1954,1954,CHEQUE,BASICO,960.8,0.4917093142272262
21760,2020-05-21 00:00:00,883.56,883.56,TRANSFER ITAU 17/06,LNC INVESTIMENTOS,417.96,0.47304088007605594
21761,2020-05-22 00:00:00,214.5,214.5,TRANSFER BRAD EM 12/06/2020,ALFA,84.75,0.3951048951048951
21762,2020-05-22 00:00:00,114.4,114.4,TRANSFER BRAD EM 12/06/2020,ALFA,45.2,0.3951048951048951
21763,2020-05-22 00:00:00,82,82,DINHEIRO,JAILTON,34.38,0.41926829268292687
21764,2020-05-22 00:00:00,1677.56,1630,TRANSFER ITAU 26/05,NINA,764.51,0.4690245398773006
21765,2020-05-22 00:00:00,941,940,DINHEIRO,DEPOSITO JH,227.1,0.24159574468085107
21766,2020-05-22 00:00:00,33,33,DINHEIRO,2 BARRAS 1/4,13.7,0.4151515151515151
21767,2020-05-22 00:00:00,455.3,430,DINHEIRO,TIAGO ,163.21,0.37955813953488376
21768,2020-05-22 00:00:00,40,40,CREDITO,"7,20 METROS FERRO 1/2",17.76,0.44400000000000006
21769,2020-05-22 00:00:00,157.2,157.2,CHEQUE,AABM,54.9,0.34923664122137404
21770,2020-05-22 00:00:00,109,109,DINHEIRO,JOAO ,48.48,0.4447706422018348
21771,2020-05-22 00:00:00,149.5,149.5,DINHEIRO,5 BARRAS 3/8,36.8,0.24615384615384614
21772,2020-05-22 00:00:00,24,24,DEBITO,1 ARAME + 1 18X27,10.0,0.4166666666666667
21773,2020-05-22 00:00:00,70,70,DINHEIRO,2 SAP 6 F 3/8 40X40X40,30.64,0.4377142857142857
21774,2020-05-22 00:00:00,505.9,480,DINHEIRO,MARCIO ,190.4,0.39666666666666667
